@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
425,'2024/02/28 19:44:58:808',14,44,51,1,0,0,0
426,'2024/02/28 19:44:58:826',14,44,51,1,0,0,0
427,'2024/02/28 19:44:58:844',14,44,51,1,0,0,0
428,'2024/02/28 19:44:58:862',14,44,51,1,0,0,0
429,'2024/02/28 19:44:58:878',14,44,51,1,0,0,0
430,'2024/02/28 19:44:58:898',14,44,51,1,0,0,0
431,'2024/02/28 19:44:58:914',14,44,51,1,0,0,0
432,'2024/02/28 19:44:58:933',14,44,51,1,0,0,0
433,'2024/02/28 19:44:58:952',14,44,51,1,0,0,0
434,'2024/02/28 19:44:58:971',14,44,51,1,0,0,0
435,'2024/02/28 19:44:58:991',14,44,51,1,0,0,0
436,'2024/02/28 19:44:59:009',14,44,51,1,0,0,0
437,'2024/02/28 19:44:59:026',14,44,51,1,0,0,0
438,'2024/02/28 19:44:59:045',14,44,51,1,0,0,0
439,'2024/02/28 19:44:59:062',14,44,51,1,0,0,0
440,'2024/02/28 19:44:59:080',14,44,51,1,0,0,0
441,'2024/02/28 19:44:59:097',14,44,51,1,0,0,0
442,'2024/02/28 19:44:59:114',14,44,51,1,0,0,0
443,'2024/02/28 19:45:10:520',15,579,66,0,1,0,0
444,'2024/02/28 19:45:10:540',15,579,66,0,1,0,0
445,'2024/02/28 19:45:10:558',15,579,66,0,1,0,0
446,'2024/02/28 19:45:10:577',15,579,66,0,1,0,0
447,'2024/02/28 19:45:10:594',15,579,66,0,1,0,0
448,'2024/02/28 19:45:10:612',15,579,66,0,1,0,0
449,'2024/02/28 19:45:10:629',15,579,66,0,1,0,0
450,'2024/02/28 19:45:10:648',15,579,66,0,1,0,0
451,'2024/02/28 19:45:10:665',15,579,66,0,1,0,0
452,'2024/02/28 19:45:10:685',15,579,66,0,1,0,0
453,'2024/02/28 19:45:10:703',15,579,66,0,1,0,0
454,'2024/02/28 19:45:10:719',15,579,66,0,1,0,0
455,'2024/02/28 19:45:10:738',15,579,66,0,1,0,0
456,'2024/02/28 19:45:10:757',15,579,66,0,1,0,0
457,'2024/02/28 19:45:10:774',15,579,66,0,1,0,0
458,'2024/02/28 19:45:10:795',15,579,66,0,1,0,0
459,'2024/02/28 19:45:10:813',15,579,66,0,1,0,0
460,'2024/02/28 19:45:10:832',15,579,66,0,1,0,0
461,'2024/02/28 19:45:10:849',15,579,66,0,1,0,0
462,'2024/02/28 19:45:10:868',15,579,66,0,1,0,0
463,'2024/02/28 19:45:10:884',15,579,66,0,1,0,0
464,'2024/02/28 19:45:10:902',15,579,66,0,1,0,0
465,'2024/02/28 19:45:10:919',15,579,66,0,1,0,0
466,'2024/02/28 19:45:10:938',15,579,66,0,1,0,0
467,'2024/02/28 19:45:10:954',15,579,66,0,1,0,0
468,'2024/02/28 19:45:10:973',15,579,66,0,1,0,0
469,'2024/02/28 19:45:14:587',16,555,116,0,1,0,0
470,'2024/02/28 19:45:14:605',16,555,116,0,1,0,0
471,'2024/02/28 19:45:14:624',16,555,116,0,1,0,0
472,'2024/02/28 19:45:14:639',16,555,116,0,1,0,0
473,'2024/02/28 19:45:14:657',16,555,116,0,1,0,0
474,'2024/02/28 19:45:14:676',16,555,116,0,1,0,0
475,'2024/02/28 19:45:14:693',16,555,116,0,1,0,0
476,'2024/02/28 19:45:14:710',16,555,116,0,1,0,0
477,'2024/02/28 19:45:14:728',16,555,116,0,1,0,0
478,'2024/02/28 19:45:14:747',16,555,116,0,1,0,0
479,'2024/02/28 19:45:14:766',16,555,116,0,1,0,0
480,'2024/02/28 19:45:14:786',16,555,116,0,1,0,0
481,'2024/02/28 19:45:14:805',16,555,116,0,1,0,0
482,'2024/02/28 19:45:14:822',16,555,116,0,1,0,0
483,'2024/02/28 19:45:14:838',16,555,116,0,1,0,0
484,'2024/02/28 19:45:14:856',16,555,116,0,1,0,0
485,'2024/02/28 19:45:14:875',16,555,116,0,1,0,0
486,'2024/02/28 19:45:14:892',16,555,116,0,1,0,0
487,'2024/02/28 19:45:14:910',16,555,116,0,1,0,0
488,'2024/02/28 19:45:14:930',16,555,116,0,1,0,0
489,'2024/02/28 19:45:14:947',16,555,116,0,1,0,0
490,'2024/02/28 19:45:14:965',16,555,116,0,1,0,0
491,'2024/02/28 19:45:14:981',16,555,116,0,1,0,0
492,'2024/02/28 19:45:14:999',16,555,116,0,1,0,0
493,'2024/02/28 19:45:15:018',16,555,116,0,1,0,0
494,'2024/02/28 19:45:15:034',16,555,116,0,1,0,0
495,'2024/02/28 19:45:15:054',16,555,116,0,1,0,0
496,'2024/02/28 19:45:15:076',16,555,116,0,1,0,0
497,'2024/02/28 19:45:15:089',16,555,116,0,1,0,0
498,'2024/02/28 19:45:15:109',16,555,116,0,1,0,0
499,'2024/02/28 19:45:15:126',16,555,116,0,1,0,0
500,'2024/02/28 19:45:15:144',16,555,116,0,1,0,0
501,'2024/02/28 19:45:15:160',16,555,116,0,1,0,0
502,'2024/02/28 19:45:15:177',16,555,116,0,1,0,0
503,'2024/02/28 19:45:15:193',16,555,116,0,1,0,0
504,'2024/02/28 19:45:15:211',16,555,116,0,1,0,0
505,'2024/02/28 19:45:15:228',16,555,116,0,1,0,0
506,'2024/02/28 19:45:15:245',16,555,116,0,1,0,0
507,'2024/02/28 19:45:15:264',16,555,116,0,1,0,0
508,'2024/02/28 19:45:15:281',16,555,116,0,1,0,0
509,'2024/02/28 19:45:15:300',16,555,116,0,1,0,0
510,'2024/02/28 19:45:15:318',16,555,116,0,1,0,0
511,'2024/02/28 19:45:15:334',16,555,116,0,1,0,0
512,'2024/02/28 19:45:15:350',16,555,116,0,1,0,0
513,'2024/02/28 19:45:15:366',16,555,116,0,1,0,0
514,'2024/02/28 19:45:15:387',16,555,116,0,1,0,0
515,'2024/02/28 19:45:15:402',16,555,116,0,1,0,0
516,'2024/02/28 19:45:15:423',16,555,116,0,1,0,0
517,'2024/02/28 19:45:50:113',17,535,146,0,1,0,0.16
518,'2024/02/28 19:45:50:133',17,535,146,0,1,0,0.16
519,'2024/02/28 19:45:50:152',17,535,146,0,1,0,0.16
520,'2024/02/28 19:45:50:169',17,535,146,0,1,0,0.16
521,'2024/02/28 19:45:50:186',17,535,146,0,1,0,0.16
522,'2024/02/28 19:45:50:205',17,535,146,0,1,0,0.16
523,'2024/02/28 19:45:50:223',17,535,146,0,1,0,0.16
524,'2024/02/28 19:45:50:240',17,535,146,0,1,0,0.16
525,'2024/02/28 19:45:50:259',17,535,146,0,1,0,0.16
526,'2024/02/28 19:45:50:277',17,535,146,0,1,0,0.16
527,'2024/02/28 19:45:50:297',17,535,146,0,1,0,0.16
528,'2024/02/28 19:45:50:315',17,535,146,0,1,0,0.16
529,'2024/02/28 19:45:50:334',17,535,146,0,1,0,0.16
530,'2024/02/28 19:45:50:351',17,535,146,0,1,0,0.16
531,'2024/02/28 19:45:50:370',17,535,146,0,1,0,0.16
532,'2024/02/28 19:45:50:388',17,535,146,0,1,0,0.16
533,'2024/02/28 19:45:50:406',17,535,146,0,1,0,0.16
534,'2024/02/28 19:45:50:424',17,535,146,0,1,0,0.16
535,'2024/02/28 19:45:50:440',17,535,146,0,1,0,0.16
536,'2024/02/28 19:45:50:457',17,535,146,0,1,0,0.16
537,'2024/02/28 19:45:50:472',17,535,146,0,1,0,0.16
538,'2024/02/28 19:45:50:491',17,535,146,0,1,0,0.16
539,'2024/02/28 19:45:50:509',17,535,146,0,1,0,0.16
540,'2024/02/28 19:45:50:527',17,535,146,0,1,0,0.16
541,'2024/02/28 19:45:50:545',17,535,146,0,1,0,0.16
542,'2024/02/28 19:45:50:563',17,535,146,0,1,0,0.16
543,'2024/02/28 19:45:50:580',17,535,146,0,1,0,0.16
544,'2024/02/28 19:45:50:601',17,535,146,0,1,0,0.16
545,'2024/02/28 19:46:22:137',18,417,265,0,1,0,1
546,'2024/02/28 19:46:22:155',18,417,265,0,1,0,1
547,'2024/02/28 19:46:22:175',18,417,265,0,1,0,1
548,'2024/02/28 19:46:22:195',18,417,265,0,1,0,1
549,'2024/02/28 19:46:22:215',18,417,265,0,1,0,1
550,'2024/02/28 19:46:22:233',18,417,265,0,1,0,1
551,'2024/02/28 19:46:22:251',18,417,265,0,1,0,1
552,'2024/02/28 19:46:22:269',18,417,265,0,1,0,1
553,'2024/02/28 19:46:22:288',18,417,265,0,1,0,1
554,'2024/02/28 19:46:22:304',18,417,265,0,1,0,1
555,'2024/02/28 19:46:22:322',18,417,265,0,1,0,1
556,'2024/02/28 19:46:22:342',18,417,265,0,1,0,1
557,'2024/02/28 19:46:22:360',18,417,265,0,1,0,1
558,'2024/02/28 19:46:22:378',18,417,265,0,1,0,1
559,'2024/02/28 19:46:22:396',18,417,265,0,1,0,1
560,'2024/02/28 19:46:22:413',18,417,265,0,1,0,1
561,'2024/02/28 19:46:22:431',18,417,265,0,1,0,1
562,'2024/02/28 19:46:22:450',18,417,265,0,1,0,1
563,'2024/02/28 19:46:22:469',18,417,265,0,1,0,1
564,'2024/02/28 19:46:22:487',18,417,265,0,1,0,1
565,'2024/02/28 19:46:22:504',18,417,265,0,1,0,1
566,'2024/02/28 19:46:22:522',18,417,265,0,1,0,1
567,'2024/02/28 19:46:22:539',18,417,265,0,1,0,1
568,'2024/02/28 19:46:22:557',18,417,265,0,1,0,1
569,'2024/02/28 19:46:22:576',18,417,265,0,1,0,1
570,'2024/02/28 19:46:22:595',18,417,265,0,1,0,1
571,'2024/02/28 19:46:22:612',18,417,265,0,1,0,1
572,'2024/02/28 19:46:22:631',18,417,265,0,1,0,1
573,'2024/02/28 19:46:22:648',18,417,265,0,1,0,1
574,'2024/02/28 19:46:22:667',18,417,265,0,1,0,1
575,'2024/02/28 19:46:22:685',18,417,265,0,1,0,1
576,'2024/02/28 19:46:22:704',18,417,265,0,1,0,1
577,'2024/02/28 19:46:26:292',19,484,261,0,1,0,1
578,'2024/02/28 19:46:26:311',19,484,261,0,1,0,1
579,'2024/02/28 19:46:26:329',19,484,261,0,1,0,1
580,'2024/02/28 19:46:26:345',19,484,261,0,1,0,1
581,'2024/02/28 19:46:26:363',19,484,261,0,1,0,1
582,'2024/02/28 19:46:26:381',19,484,261,0,1,0,1
583,'2024/02/28 19:46:26:399',19,484,261,0,1,0,1
584,'2024/02/28 19:46:26:417',19,484,261,0,1,0,1
585,'2024/02/28 19:46:26:434',19,484,261,0,1,0,1
586,'2024/02/28 19:46:26:451',19,484,261,0,1,0,1
587,'2024/02/28 19:46:26:471',19,484,261,0,1,0,1
588,'2024/02/28 19:46:26:487',19,484,261,0,1,0,1
589,'2024/02/28 19:46:26:505',19,484,261,0,1,0,1
590,'2024/02/28 19:46:26:522',19,484,261,0,1,0,1
591,'2024/02/28 19:46:26:539',19,484,261,0,1,0,1
592,'2024/02/28 19:46:26:558',19,484,261,0,1,0,1
593,'2024/02/28 19:46:26:575',19,484,261,0,1,0,1
594,'2024/02/28 19:46:26:593',19,484,261,0,1,0,1
595,'2024/02/28 19:46:26:611',19,484,261,0,1,0,1
596,'2024/02/28 19:46:26:630',19,484,261,0,1,0,1
597,'2024/02/28 19:46:26:647',19,484,261,0,1,0,1
598,'2024/02/28 19:46:26:666',19,484,261,0,1,0,1
599,'2024/02/28 19:46:26:684',19,484,261,0,1,0,1
600,'2024/02/28 19:46:26:704',19,484,261,0,1,0,1
601,'2024/02/28 19:46:26:722',19,484,261,0,1,0,1
602,'2024/02/28 19:46:26:739',19,484,261,0,1,0,1
603,'2024/02/28 19:46:26:759',19,484,261,0,1,0,1
604,'2024/02/28 19:46:26:778',19,484,261,0,1,0,1
605,'2024/02/28 19:46:26:794',19,484,261,0,1,0,1
606,'2024/02/28 19:46:26:814',19,484,261,0,1,0,1
607,'2024/02/28 19:46:29:511',20,563,258,0,1,0,1
608,'2024/02/28 19:46:29:528',20,563,258,0,1,0,1
609,'2024/02/28 19:46:29:546',20,563,258,0,1,0,1
610,'2024/02/28 19:46:29:565',20,563,258,0,1,0,1
611,'2024/02/28 19:46:29:583',20,563,258,0,1,0,1
612,'2024/02/28 19:46:29:599',20,563,258,0,1,0,1
613,'2024/02/28 19:46:29:615',20,563,258,0,1,0,1
614,'2024/02/28 19:46:29:632',20,563,258,0,1,0,1
615,'2024/02/28 19:46:29:653',20,563,258,0,1,0,1
616,'2024/02/28 19:46:29:672',20,563,258,0,1,0,1
617,'2024/02/28 19:46:29:690',20,563,258,0,1,0,1
618,'2024/02/28 19:46:29:710',20,563,258,0,1,0,1
619,'2024/02/28 19:46:29:728',20,563,258,0,1,0,1
620,'2024/02/28 19:46:29:748',20,563,258,0,1,0,1
621,'2024/02/28 19:46:29:768',20,563,258,0,1,0,1
622,'2024/02/28 19:46:29:785',20,563,258,0,1,0,1
623,'2024/02/28 19:46:29:801',20,563,258,0,1,0,1
624,'2024/02/28 19:46:29:820',20,563,258,0,1,0,1
625,'2024/02/28 19:46:29:837',20,563,258,0,1,0,1
626,'2024/02/28 19:46:29:856',20,563,258,0,1,0,1
627,'2024/02/28 19:46:29:874',20,563,258,0,1,0,1
628,'2024/02/28 19:46:29:890',20,563,258,0,1,0,1
629,'2024/02/28 19:46:29:910',20,563,258,0,1,0,1
630,'2024/02/28 19:46:29:928',20,563,258,0,1,0,1
631,'2024/02/28 19:46:29:945',20,563,258,0,1,0,1
632,'2024/02/28 19:46:29:965',20,563,258,0,1,0,1
633,'2024/02/28 19:46:29:982',20,563,258,0,1,0,1
634,'2024/02/28 19:46:30:001',20,563,258,0,1,0,1
635,'2024/02/28 19:46:35:256',21,553,389,0,0,0,1
636,'2024/02/28 19:46:35:272',21,553,389,0,0,0,1
637,'2024/02/28 19:46:35:291',21,553,389,0,0,0,1
638,'2024/02/28 19:46:35:308',21,553,389,0,0,0,1
639,'2024/02/28 19:46:35:326',21,553,389,0,0,0,1
640,'2024/02/28 19:46:35:344',21,553,389,0,0,0,1
641,'2024/02/28 19:46:35:360',21,553,389,0,0,0,1
642,'2024/02/28 19:46:35:379',21,553,389,0,0,0,1
643,'2024/02/28 19:46:35:398',21,553,389,0,0,0,1
644,'2024/02/28 19:46:35:415',21,553,389,0,0,0,1
645,'2024/02/28 19:46:35:433',21,553,389,0,0,0,1
646,'2024/02/28 19:46:35:450',21,553,389,0,0,0,1
647,'2024/02/28 19:46:35:470',21,553,389,0,0,0,1
648,'2024/02/28 19:46:35:488',21,553,389,0,0,0,1
649,'2024/02/28 19:46:35:507',21,553,389,0,0,0,1
650,'2024/02/28 19:46:35:526',21,553,389,0,0,0,1
651,'2024/02/28 19:46:35:551',21,553,389,0,0,0,1
652,'2024/02/28 19:46:35:556',21,553,389,0,0,0,1
653,'2024/02/28 19:46:35:574',21,553,389,0,0,0,1
654,'2024/02/28 19:46:35:595',21,553,389,0,0,0,1
655,'2024/02/28 19:46:35:612',21,553,389,0,0,0,1
656,'2024/02/28 19:46:35:630',21,553,389,0,0,0,1
657,'2024/02/28 19:46:35:647',21,553,389,0,0,0,1
658,'2024/02/28 19:46:35:663',21,553,389,0,0,0,1
659,'2024/02/28 19:46:35:683',21,553,389,0,0,0,1
660,'2024/02/28 19:46:35:702',21,553,389,0,0,0,1
661,'2024/02/28 19:46:35:721',21,553,389,0,0,0,1
662,'2024/02/28 19:46:35:739',21,553,389,0,0,0,1
663,'2024/02/28 19:46:35:758',21,553,389,0,0,0,1
664,'2024/02/28 19:46:35:775',21,553,389,0,0,0,1
665,'2024/02/28 19:46:35:793',21,553,389,0,0,0,1
666,'2024/02/28 19:46:35:810',21,553,389,0,0,0,1
667,'2024/02/28 19:46:35:828',21,553,389,0,0,0,1
668,'2024/02/28 19:46:35:847',21,553,389,0,0,0,1
669,'2024/02/28 19:46:35:863',21,553,389,0,0,0,1
670,'2024/02/28 19:46:35:881',21,553,389,0,0,0,1
671,'2024/02/28 19:46:35:901',21,553,389,0,0,0,1
672,'2024/02/28 19:46:35:920',21,553,389,0,0,0,1
673,'2024/02/28 19:46:35:937',21,553,389,0,0,0,1
674,'2024/02/28 19:46:35:955',21,553,389,0,0,0,1
675,'2024/02/28 19:46:35:973',21,553,389,0,0,0,1
676,'2024/02/28 19:46:35:992',21,553,389,0,0,0,1
677,'2024/02/28 19:46:36:011',21,553,389,0,0,0,1
678,'2024/02/28 19:46:36:030',21,553,389,0,0,0,1
679,'2024/02/28 19:46:36:047',21,553,389,0,0,0,1
680,'2024/02/28 19:46:36:064',21,553,389,0,0,0,1
681,'2024/02/28 19:46:36:082',21,553,389,0,0,0,1
682,'2024/02/28 19:46:36:100',21,553,389,0,0,0,1
683,'2024/02/28 19:46:36:117',21,553,389,0,0,0,1
684,'2024/02/28 19:46:36:133',21,553,389,0,0,0,1
685,'2024/02/28 19:46:36:153',21,553,389,0,0,0,1
686,'2024/02/28 19:46:36:171',21,553,389,0,0,0,1
687,'2024/02/28 19:46:36:188',21,553,389,0,0,0,1
688,'2024/02/28 19:46:36:206',21,553,389,0,0,0,1
689,'2024/02/28 19:46:40:150',22,458,432,0,0,0,1
690,'2024/02/28 19:46:40:168',22,458,432,0,0,0,1
691,'2024/02/28 19:46:40:185',22,458,432,0,0,0,1
692,'2024/02/28 19:46:40:204',22,458,432,0,0,0,1
693,'2024/02/28 19:46:40:223',22,458,432,0,0,0,1
694,'2024/02/28 19:46:40:241',22,458,432,0,0,0,1
695,'2024/02/28 19:46:40:261',22,458,432,0,0,0,1
696,'2024/02/28 19:46:40:278',22,458,432,0,0,0,1
697,'2024/02/28 19:46:40:296',22,458,432,0,0,0,1
698,'2024/02/28 19:46:40:312',22,458,432,0,0,0,1
699,'2024/02/28 19:46:40:330',22,458,432,0,0,0,1
700,'2024/02/28 19:46:40:346',22,458,432,0,0,0,1
701,'2024/02/28 19:46:40:366',22,458,432,0,0,0,1
702,'2024/02/28 19:46:40:385',22,458,432,0,0,0,1
703,'2024/02/28 19:46:40:403',22,458,432,0,0,0,1
704,'2024/02/28 19:46:40:423',22,458,432,0,0,0,1
705,'2024/02/28 19:46:40:441',22,458,432,0,0,0,1
706,'2024/02/28 19:46:40:459',22,458,432,0,0,0,1
707,'2024/02/28 19:46:40:478',22,458,432,0,0,0,1
708,'2024/02/28 19:46:40:497',22,458,432,0,0,0,1
709,'2024/02/28 19:46:40:515',22,458,432,0,0,0,1
710,'2024/02/28 19:46:40:535',22,458,432,0,0,0,1
711,'2024/02/28 19:46:40:553',22,458,432,0,0,0,1
712,'2024/02/28 19:46:40:571',22,458,432,0,0,0,1
713,'2024/02/28 19:46:40:587',22,458,432,0,0,0,1
714,'2024/02/28 19:46:40:604',22,458,432,0,0,0,1
715,'2024/02/28 19:46:40:621',22,458,432,0,0,0,1
716,'2024/02/28 19:46:40:640',22,458,432,0,0,0,1
717,'2024/02/28 19:46:40:659',22,458,432,0,0,0,1
718,'2024/02/28 19:46:48:557',23,326,430,0,0,0.99,1
719,'2024/02/28 19:46:48:577',23,326,430,0,0,0.99,1
720,'2024/02/28 19:46:48:596',23,326,430,0,0,0.99,1
721,'2024/02/28 19:46:48:614',23,326,430,0,0,0.99,1
722,'2024/02/28 19:46:48:633',23,326,430,0,0,0.99,1
723,'2024/02/28 19:46:48:651',23,326,430,0,0,0.99,1
724,'2024/02/28 19:46:48:669',23,326,430,0,0,0.99,1
725,'2024/02/28 19:46:48:687',23,326,430,0,0,0.99,1
726,'2024/02/28 19:46:48:705',23,326,430,0,0,0.99,1
727,'2024/02/28 19:46:48:725',23,326,430,0,0,0.99,1
728,'2024/02/28 19:46:48:741',23,326,430,0,0,0.99,1
729,'2024/02/28 19:46:48:759',23,326,430,0,0,0.99,1
730,'2024/02/28 19:46:48:776',23,326,430,0,0,0.99,1
731,'2024/02/28 19:46:48:793',23,326,430,0,0,0.99,1
732,'2024/02/28 19:46:48:809',23,326,430,0,0,0.99,1
733,'2024/02/28 19:46:48:828',23,326,430,0,0,0.99,1
734,'2024/02/28 19:46:48:844',23,326,430,0,0,0.99,1
735,'2024/02/28 19:46:48:863',23,326,430,0,0,0.99,1
736,'2024/02/28 19:46:48:881',23,326,430,0,0,0.99,1
737,'2024/02/28 19:46:48:898',23,326,430,0,0,0.99,1
738,'2024/02/28 19:46:48:917',23,326,430,0,0,0.99,1
739,'2024/02/28 19:46:48:935',23,326,430,0,0,0.99,1
740,'2024/02/28 19:46:48:952',23,326,430,0,0,0.99,1
741,'2024/02/28 19:46:48:969',23,326,430,0,0,0.99,1
742,'2024/02/28 19:46:48:987',23,326,430,0,0,0.99,1
743,'2024/02/28 19:46:49:007',23,326,430,0,0,0.99,1
744,'2024/02/28 19:46:49:025',23,326,430,0,0,0.99,1
745,'2024/02/28 19:46:49:042',23,326,430,0,0,0.99,1
746,'2024/02/28 19:46:49:058',23,326,430,0,0,0.99,1
747,'2024/02/28 19:46:49:076',23,326,430,0,0,0.99,1
748,'2024/02/28 19:46:49:095',23,326,430,0,0,0.99,1
749,'2024/02/28 19:46:49:111',23,326,430,0,0,0.99,1
750,'2024/02/28 19:46:49:129',23,326,430,0,0,0.99,1
751,'2024/02/28 19:46:49:148',23,326,430,0,0,0.99,1
752,'2024/02/28 19:46:49:164',23,326,430,0,0,0.99,1
753,'2024/02/28 19:46:49:183',23,326,430,0,0,0.99,1
754,'2024/02/28 19:46:49:204',23,326,430,0,0,0.99,1
755,'2024/02/28 19:46:49:222',23,326,430,0,0,0.99,1
756,'2024/02/28 19:46:49:241',23,326,430,0,0,0.99,1
757,'2024/02/28 19:46:49:258',23,326,430,0,0,0.99,1
758,'2024/02/28 19:46:49:277',23,326,430,0,0,0.99,1
759,'2024/02/28 19:46:49:296',23,326,430,0,0,0.99,1
760,'2024/02/28 19:46:49:313',23,326,430,0,0,0.99,1
761,'2024/02/28 19:46:53:422',24,329,350,0,0,0.99,1
762,'2024/02/28 19:46:53:442',24,329,350,0,0,0.99,1
763,'2024/02/28 19:46:53:460',24,329,350,0,0,0.99,1
764,'2024/02/28 19:46:53:477',24,329,350,0,0,0.99,1
765,'2024/02/28 19:46:53:496',24,329,350,0,0,0.99,1
766,'2024/02/28 19:46:53:514',24,329,350,0,0,0.99,1
767,'2024/02/28 19:46:53:533',24,329,350,0,0,0.99,1
768,'2024/02/28 19:46:53:549',24,329,350,0,0,0.99,1
769,'2024/02/28 19:46:53:566',24,329,350,0,0,0.99,1
770,'2024/02/28 19:46:53:583',24,329,350,0,0,0.99,1
771,'2024/02/28 19:46:53:601',24,329,350,0,0,0.99,1
772,'2024/02/28 19:46:53:618',24,329,350,0,0,0.99,1
773,'2024/02/28 19:46:53:637',24,329,350,0,0,0.99,1
774,'2024/02/28 19:46:53:655',24,329,350,0,0,0.99,1
775,'2024/02/28 19:46:53:673',24,329,350,0,0,0.99,1
776,'2024/02/28 19:46:53:691',24,329,350,0,0,0.99,1
777,'2024/02/28 19:46:53:709',24,329,350,0,0,0.99,1
778,'2024/02/28 19:46:53:726',24,329,350,0,0,0.99,1
779,'2024/02/28 19:46:53:743',24,329,350,0,0,0.99,1
780,'2024/02/28 19:46:53:761',24,329,350,0,0,0.99,1
781,'2024/02/28 19:46:53:779',24,329,350,0,0,0.99,1
782,'2024/02/28 19:46:53:795',24,329,350,0,0,0.99,1
783,'2024/02/28 19:46:53:813',24,329,350,0,0,0.99,1
784,'2024/02/28 19:46:53:832',24,329,350,0,0,0.99,1
785,'2024/02/28 19:46:53:852',24,329,350,0,0,0.99,1
786,'2024/02/28 19:46:53:871',24,329,350,0,0,0.99,1
787,'2024/02/28 19:46:53:889',24,329,350,0,0,0.99,1
788,'2024/02/28 19:46:53:908',24,329,350,0,0,0.99,1
789,'2024/02/28 19:46:53:924',24,329,350,0,0,0.99,1
790,'2024/02/28 19:46:59:193',25,330,286,0,0,0.99,1
791,'2024/02/28 19:46:59:211',25,330,286,0,0,0.99,1
792,'2024/02/28 19:46:59:236',25,330,286,0,0,0.99,1
793,'2024/02/28 19:46:59:253',25,330,286,0,0,0.99,1
794,'2024/02/28 19:46:59:272',25,330,286,0,0,0.99,1
795,'2024/02/28 19:46:59:290',25,330,286,0,0,0.99,1
796,'2024/02/28 19:46:59:307',25,330,286,0,0,0.99,1
797,'2024/02/28 19:46:59:326',25,330,286,0,0,0.99,1
798,'2024/02/28 19:46:59:343',25,330,286,0,0,0.99,1
799,'2024/02/28 19:46:59:361',25,330,286,0,0,0.99,1
800,'2024/02/28 19:46:59:379',25,330,286,0,0,0.99,1
801,'2024/02/28 19:46:59:397',25,330,286,0,0,0.99,1
802,'2024/02/28 19:46:59:417',25,330,286,0,0,0.99,1
803,'2024/02/28 19:46:59:435',25,330,286,0,0,0.99,1
804,'2024/02/28 19:46:59:452',25,330,286,0,0,0.99,1
805,'2024/02/28 19:46:59:469',25,330,286,0,0,0.99,1
806,'2024/02/28 19:46:59:486',25,330,286,0,0,0.99,1
807,'2024/02/28 19:46:59:506',25,330,286,0,0,0.99,1
808,'2024/02/28 19:46:59:526',25,330,286,0,0,0.99,1
809,'2024/02/28 19:46:59:543',25,330,286,0,0,0.99,1
810,'2024/02/28 19:46:59:562',25,330,286,0,0,0.99,1
811,'2024/02/28 19:46:59:580',25,330,286,0,0,0.99,1
812,'2024/02/28 19:46:59:599',25,330,286,0,0,0.99,1
813,'2024/02/28 19:46:59:618',25,330,286,0,0,0.99,1
814,'2024/02/28 19:46:59:639',25,330,286,0,0,0.99,1
815,'2024/02/28 19:46:59:658',25,330,286,0,0,0.99,1
816,'2024/02/28 19:47:17:344',26,185,348,0,0.07,0.91,0.13
817,'2024/02/28 19:47:17:360',26,185,348,0,0.07,0.91,0.13
818,'2024/02/28 19:47:17:379',26,185,348,0,0.07,0.91,0.13
819,'2024/02/28 19:47:17:396',26,185,348,0,0.07,0.91,0.13
820,'2024/02/28 19:47:17:412',26,185,348,0,0.07,0.91,0.13
821,'2024/02/28 19:47:17:431',26,185,348,0,0.07,0.91,0.13
822,'2024/02/28 19:47:17:451',26,185,348,0,0.07,0.91,0.13
823,'2024/02/28 19:47:17:470',26,185,348,0,0.07,0.91,0.13
824,'2024/02/28 19:47:17:488',26,185,348,0,0.07,0.91,0.13
825,'2024/02/28 19:47:17:506',26,185,348,0,0.07,0.91,0.13
826,'2024/02/28 19:47:17:524',26,185,348,0,0.07,0.91,0.13
827,'2024/02/28 19:47:17:542',26,185,348,0,0.07,0.91,0.13
828,'2024/02/28 19:47:17:561',26,185,348,0,0.07,0.91,0.13
829,'2024/02/28 19:47:17:580',26,185,348,0,0.07,0.91,0.13
830,'2024/02/28 19:47:17:597',26,185,348,0,0.07,0.91,0.13
831,'2024/02/28 19:47:17:616',26,185,348,0,0.07,0.91,0.13
832,'2024/02/28 19:47:17:633',26,185,348,0,0.07,0.91,0.13
833,'2024/02/28 19:47:17:653',26,185,348,0,0.07,0.91,0.13
834,'2024/02/28 19:47:17:669',26,185,348,0,0.07,0.91,0.13
835,'2024/02/28 19:47:17:689',26,185,348,0,0.07,0.91,0.13
836,'2024/02/28 19:47:17:708',26,185,348,0,0.07,0.91,0.13
837,'2024/02/28 19:47:17:724',26,185,348,0,0.07,0.91,0.13
838,'2024/02/28 19:47:17:742',26,185,348,0,0.07,0.91,0.13
839,'2024/02/28 19:47:17:759',26,185,348,0,0.07,0.91,0.13
840,'2024/02/28 19:47:17:779',26,185,348,0,0.07,0.91,0.13
868,'2024/02/28 19:47:28:803',28,86,405,0,0,0.91,0
869,'2024/02/28 19:47:28:823',28,86,405,0,0,0.91,0
870,'2024/02/28 19:47:28:838',28,86,405,0,0,0.91,0
